name,category,ingredient
태국식 불고기 샐러드,메인요리 초대요리 퓨전,쇠고기(불고기용) 방울토마토 적양파 샐러드 채소 홍고추 라임 간장 맛술 설탕 다진 마늘 후춧가루 피쉬소스 칠리소스 설탕 식초 올리브오일 다진 적양파 다진 홍고추
전복버터구이,오븐 요리,전복 녹인 가염 버터 다진 마늘 레몬 잎채소 후춧가루
양갈비 구이,메인요리 초대요리,양갈비(프렌치렉) 감자 아스파라거스 마늘 올리브오일 소금 후춧가루 요거트 레몬즙 소금 후춧가루 다진 마늘 다진 파슬리
시금치 통닭,양식 메인요리,닭 시금치 밥 감자 다진 마늘 페페론치노 버터 소금 올리브오일 다진 마늘 소금 후춧가루
토마토 가스파초,다이어트 오븐 요리,완숙 토마토 식빵 오이 양파 청양고추 마늘 토마토 페이스트 올리브오일 레몬즙 소금 오이 토마토 양파 레몬즙 올리브오일 후춧가루
돈마호크,오븐 요리 초대요리,돈마호크 녹인 버터 편 썬 마늘 로즈마리 또는 타임 올리브오일 소금 후춧가루 미니 새송이버섯 방울토마토 미니 아스파라거스
파기름 국수,간단요리 메인요리,대파 식용유 소면 통깨 송송 썬 쪽파(생략 가능) 간장 굴소스 설탕 초이스레시피 멸치육수맛(천연 조미료로 대체 가능)
통마늘 버터구이,간식 간단요리,통마늘 녹인 버터 소금 후춧가루 타임 꿀
푸타네스카 파스타,양식,파스타 면 깐 마늘 방울토마토 블랙 올리브 엔초비 케이퍼 페퍼론치노 다진 파슬리 올리브오일 초이스 레시피 매콤해물맛 치킨채소(치킨스톡으로 대체 가능) 파마산 치즈 후춧가루
베이글칩과 토마토 처트니,오븐 요리,베이글 버터 완숙 토마토 양파 올리브오일 마늘 페페론치노 레몬 건 바질 설탕 소금 후춧가루
단호박 에그슬럿,오븐 요리 다이어트,미니단호박 달걀 슬라이스햄 피자치즈 다진 파슬리
새우 카나페,초대요리 오븐 요리,새우 아보카도 크래커 레몬즙 소금 후춧가루 바질 잎 고수 잎 레몬 올리브오일 칠리파우더 설탕 소금 후춧가루 라임제스트 스리라차 마요네즈 레몬즙 레몬제스트 소금 후춧가루 오이 명란젓 마요네즈 올리고당
스테이크 덮밥,메인요리,쇠고기(채끝살) 밥 마늘 양파 올리브오일 올리브오일 소금 후춧가루 맛술 간장 설탕
동파육,중식,통삼겹살 청경채 마늘 생강 대파 페퍼론치노(또는 건고추) 팔각 식용유 진간장 흑설탕 맛술 굴소스 물
쿠바샌드위치,간단요리,돼지고기 앞다리살 에멘탈치즈 생햄 바게트 버터 머스터드 피클 라임즙 오렌지주스 마늘 오레가노 큐민 소금 후춧가루
브라운 양송이버섯 샐러드,간단요리,브라운 양송이버섯 마늘 샐러드채소 올리브오일 소금 후춧가루 그라나파다노 치즈(생략 가능) 올리브오일 간장 설탕 식초 참기름 다진 마늘 소금 후춧가루
뽈뽀샐러드,메인요리,자숙문어 감자 그린 올리브 양파 파프리카 파우더(생략 가능) 올리브오일 레몬즙 화이트 발사믹 식초 소금
브라운 양송이버섯 오픈샌드위치,간식 밑반찬 간단요리,브라운 양송이버섯 통밀빵 버터 와일드 루꼴라 다진 견과류 올리브오일 발사믹 비네거 다진 마늘 허브가루
브라운 양송이버섯 볶음,안주,브라운 양송이버섯 그린 올리브 올리브오일 다진 마늘 소금 후춧가루 타임(생략 가능)
오이보트,간단요리,오이 삶은 달걀 파슬리 가루(생략 가능) 마요네즈 설탕 소금 후춧가루
목이버섯무침,밑반찬,목이버섯 빨강/노랑 파프리카 양파 쪽파(생략 가능) 식초 진간장 다진 마늘 연겨자 소금 통깨
백숙,메인요리,백숙용 닭 대파 마늘 양파 생강 삼계탕 재료(황기뿌리 오갈피나무 당귀 등) 소금
청콜라비 말랭이 볶음,밑반찬,청콜라비 말랭이 통깨 채 썬 청양고추 진간장 설탕 들기름 다진 마늘 다진 대파
완두콩 부라타 샐러드,다이어트 간단요리,완두콩 치킨스톡(고형) 다진 파 다진 마늘 버터 부라타치즈 딜(생략 가능) 레몬제스트(생략가능) 후춧가루 물
완두콩밥,한식,불린 쌀 물 완두콩
마약옥수수,간식,초당 옥수수 파마산 치즈 가루 파슬리 가루 가염 버터 마요네즈 올리고당 파프리카 파우더 소금 후춧가루
해쉬브라운,간식 간단요리,감자 녹인 버터 체다치즈 강판에 간 것 식용유 파마산 치즈 가루 빵가루 소금 후춧가루 구운 베이컨 달걀 프라이 케첩 다진 파슬리
멘보샤,메인요리 초대요리 중식,식빵 새우 청주 후춧가루 달걀 흰자 전분 올리브오일 소금 후춧가루
떡갈비,초대요리 한식 밑반찬,다진 소고기 감자 전분 통깨 대파 다진 마늘 간장 맛술 흑설탕 참기름 후춧가루
초당 옥수수 빠스,간식,초당 옥수수 튀김가루 물 소금 식용유 올리고당 설탕 식용유
키토 레몬 파운드 케이크,양식 베이킹 키토,에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 우유 무염 버터 달걀 레몬즙 레몬 제스트 레몬 제스트 (장식용) 에리스리톨 파우더 (아이싱용) 레몬즙 (아이싱용) 물 (아이싱용) 아몬드 가루 코코넛 가루 베이킹파우더 소금
비건 식빵,베이킹 채식,강력분 드라이이스트 (골드) 소금 포도씨 오일 (또는 올리브 오일) 메이플시럽 (또는 꿀) 두유
비건 호두 비스코티,양식 베이킹 채식,통밀가루 아몬드가루 베이킹파우더 소금 두유 포도씨 오일 황설탕 다진 호두 다진 피스타치오 또는 호박씨
키토 블루베리 크럼블 머핀,베이킹 키토,냉동 블루베리 냉동 블루베리 (장식용) 녹인 무염 버터 코코넛 오일 (식물성 오일로 대체 가능) 달걀 생크림 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 아몬드 가루 코코넛 가루 베이킹 파우더 소금 무염 버터 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 아몬드 가루 코코넛 가루
비건 통밀빵,베이킹 채식,통밀가루 드라이 이스트 (골드) 소금 포도씨 오일 아가베 시럽 (또는 꿀) 두유 물 덧밀가루용 강력분
키토 티라미수,간식 베이킹 키토,아몬드 가루 베이킹소다 녹인 버터 달걀 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 인스턴트커피 뜨거운 물 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 마스카포네 생크림 에리스리톨 (생크림용 / 알룰로스 가루 라칸토로 대체 가능) 달걀노른자 에리스리톨 (노른자용 / 알룰로스 가루 라칸토로 대체 가능) 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 무가당 코코아 가루
비건 단호박 파운드케이크,베이킹 채식,두유 식초 포도씨 오일 황설탕 통밀가루 아몬드 가루 현미 가루 베이킹파우더 단호박 큐브 (1x1cm) 호박씨 단호박 슬라이스 (0.5cm 두께)
키토 마카롱,베이킹 키토,달걀흰자 비정제 원당 파우더 아몬드 가루 에리스리톨 파우더 (알룰로스 파우더로 대체 가능) 강황가루 (생략 가능) 달걀노른자 에리스리톨 파우더 (알룰로스 파우더로 대체 가능) 우유 무염 버터 코코넛 가루
비건 당근 케이크,베이킹 채식,당근 채 두유 식초 녹인 코코넛 오일 메이플 시럽 황설탕 마스코바도 설탕 통밀가루 아몬드 가루 베이킹파우더 베이킹소다 시나몬 가루 다진 호두 두부 캐슈넛 황설탕 레몬즙 레몬 제스트 메이플 시럽 코코넛 오일 당근 슬라이스 민트 잎 (허브 잎) 레몬 제스트
키토 치즈 케이크,베이킹 키토,아몬드 가루 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 녹인 버터 시나몬 가루 크림치즈 생크림 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 달걀 레몬즙 (생략 가능)
비건 오렌지 케이크,베이킹 채식,두유 레몬즙 두부 포도씨 오일 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 오렌지 제스트 소금 황설탕 통밀가루 칡전분 베이킹파우더 베이킹소다 오렌지 슬라이스 (반달 0.5cm 두께) 메이플 시럽
키토 당근 케이크,베이킹 키토,달걀 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 녹인 버터 잘게 썬 피칸 얇게 채 썬 당근 아몬드 가루 코코넛 가루 시나몬 가루 잔탄검 (생략 가능) 소금 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 베이킹파우더 크림치즈 버터 생크림 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 허브
비건 베리 크럼블 케이크,베이킹 채식,통밀가루 아몬드 가루 베이킹파우더 베이킹소다 냉동 블루베리+라즈베리 두유 레몬즙 포도씨 오일 황설탕 통밀가루 오트밀 황설탕 포도씨 오일 냉동 블루베리
비건 바닐라 파운드케이크,베이킹 채식,두유 포도씨유 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 아가베 시럽 황설탕 레몬즙 통밀가루 베이킹파우더 슈가파우더 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 물
완두콩 수프,간단요리,완두콩 감자 양파 버터 물 우유 소금 후춧가루
치즈볼,간식,찹쌀가루 밀가루(중력분) 설탕 베이킹파우더 우유 소금 모짜렐라 치즈 식용유 설탕
칼솟타다,간단요리,칼솟 파프리카(노랑 빨강) 볶은 아몬드 토마토소스 깐 마늘 올리브오일 소금 후춧가루
꼬시래기 샐러드,간단요리,꼬시래기 치킨스테이크(또는 닭가슴살) 샐러드 채소 된장 매실액 현미식초
꼬시래기 초무침,밑반찬,꼬시래기 깻잎 양파 오이 통깨 식초 소금 고추장 고춧가루 식초 설탕 올리고당 맛술 간장 다진 마늘 통깨
꼬시래기 물냉면,메인요리,꼬시래기 시판용 냉면육수 오이 삶은 달걀 쌈무 통깨 소금 식초 고추장 고춧가루 매실청 식초 참기름
쪽파장아찌,밑반찬,쪽파 청주 진간장 식초 설탕 굵은 소금
참외샐러드,간단요리,참외 올리브오일 레몬즙 꿀 소금 후춧가루
미나리 장아찌,밑반찬,미나리 진간장 물 식초 설탕
참외피클,간단요리,참외 베이킹소다 로즈마리(생략 가능) 물 설탕 식초 소금
참외 깍두기,밑반찬,참외 부추 참기름 통깨 고춧가루 간장 까나리 액젓 매실청
미역오이냉국,한식,불린 미역 생수 오이 통깨 얼음 식초 설탕 국간장 소금 다진 마늘
부지깽이 도토리부침개,한식,부지깽이 식용유 도토리가루 물 간장 식초 잘게 썬 양파 홍고추 통깨
고구마순 멸치조림,밑반찬,고구마순 소금 국물용 멸치 양파 청양고추(생략 가능) 물 통깨 멸치 다시다물(또는 초이스레시피 분말 1포) 고춧가루 국간장 다진 마늘 액젓 식용유 들기름
미나리 나물,밑반찬,미나리 식초 소금 소금 국간장 소금 참기름 통깨
닭죽,메인요리,찹쌀밥 닭가슴살 다진 당근 통마늘 물 소금 참기름 통깨
아욱 된장국,한식,아욱 멸치 다시마 육수(초이스레시피 멸치육수 2포) 대파 청양고추 된장 고추장 다진 마늘
섞박지,밑반찬,무 굵은 소금 뉴슈가 고춧가루 액젓 양파 배 마늘 생강 새우젓 흰밥 다시마 우린 물
생채소 참치비빔밥,간단요리 메인요리,밥 참치캔(85g) 상추 당근 깻잎 양파 새싹 또는 어린잎 채소 고운 고춧가루 고추장 양조식초 설탕 다진 마늘 간장 참기름 통깨
등갈비강정,메인요리,돼지 등갈비 파채 물 청주 통후추 생강 땅콩가루 식용유 맛술 생강가루 다진 마늘 후춧가루 간장 물 생강가루 다진 마늘 설탕 고추장 굴소스 맛술 올리고당 페페론치노(생략 가능) 후춧가루
미나리 된장무침,밑반찬,미나리 홍고추 소금 된장 다진 마늘 참기름 통깨
근대 된장국,한식,근대 양파 청양고추 대파 된장 고춧가루 다진 마늘 멸치 다시마 육수(초이스레시피 멸치육수 1.5포)
쪽파무침,밑반찬,쪽파 국간장 올리고당 참기름 통깨
냉이전,간단요리,냉이 청양고추 홍고추 식용유 부침가루 물 액젓 다진 마늘 간장 식초 물 통깨
쌈무,간단요리,무 레몬 물 설탕 현미식초 소금
참나물 무침,밑반찬,참나물 통마늘 대파 흰부분 소금 참기름 통깨
세발나물 된장무침,밑반찬,세발나물 홍고추 소금 된장 다진 마늘 매실청 참기름 통깨
깻잎순나물,밑반찬,깻잎순 소금 양파 대파 흰부분 식용유 멸치육수 통깨 다진 마늘 국간장 액젓
돼지고기 오이볶음,밑반찬,다진 돼지고기 오이 굵은 소금 식용유 통깨 참기름 간장 설탕 맛술 다진 마늘 참기름 후춧가루
세발나물 무침,밑반찬,세발나물 양파 오이 참기름 고춧가루 식초 간장 설탕 매실청 다진 마늘 통깨
앤초비 파스타,메인요리,파스타 면 앤초비 케이퍼 마늘 루꼴라 면수 올리브오일 레몬제스트 소금 후춧가루
핀초스 힐다,안주,앤초비 절임 고추 올리브 올리브오일 꼬치
시저샐러드,간단요리,로메인 식빵 베이컨 파르미지아노 레지아노 치즈 올리브오일 앤초비 마늘 달걀 노른자 레몬즙 머스터드 올리브오일 파르미지아노 레지아노 치즈 소금 후춧가루
부지깽이 솥밥,메인요리,쌀 부지깽이 들기름 다시마 육수(또는 물) 들기름 간장 간장 올리고당 고춧가루 다진 양파 다진 마늘 통깨
땡초 꼬마김밥,간단요리,땡초장 김밥용 김 공기밥 참기름 통깨
땡초 비빔국수,간단요리,땡초장 중면(또는 소면) 송송 썬 쪽파(생략 가능) 통깨 참기름
땡초 두부덮밥,간단요리,땡초장 두부 밥 송송 썬 쪽파(생략 가능) 통깨 참기름 식용유 소금 후춧가루 전분
잉글리쉬 브렉퍼스트,초대요리 간단요리,소시지 양송이 버섯 방울토마토 베이컨 달걀 식빵 베이크드 빈즈 버터 소금 후춧가루 올리브오일
